"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_indicator.label","note_source.label"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 8. Communication","2026M02",134.6,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 9. Recreation and culture","2026M02",265.4,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 10. Education","2026M02",193.9,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 11. Restaurants and hotels","2026M02",313.8,"Frequency: Monthly","Repository: International Monetary Fund"
"Burundi","CPS - Consumer Price Index for households in Bujumbura","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 12. Miscellaneous goods and services","2026M02",267.8,"Frequency: Monthly","Repository: International Monetary Fund"
"Belgium","CPS - Consumer Price Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M02",101.72,"Frequency: Monthly","Repository: International Monetary Fund"
"Benin","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M02",101.6,"Frequency: Monthly","Repository: International Monetary Fund"
"Burkina Faso","CPS - Consumer Price Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M02",103.43,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M03",144.56,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 1. Food and non-alcoholic beverages","2026M03",143.25,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 2. Alcoholic beverages, tobacco and narcotics","2026M03",166.21,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 3. Clothing and footwear","2026M03",148.29,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 4. Housing, water, electricity, gas and other fuels","2026M03",143.17,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 5. Furnishings, household equipment and routine household maintenance","2026M03",145.44,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 6. Health","2026M03",133.45,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 7. Transport","2026M03",136.67,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 8. Communication","2026M03",129.07,"Frequency: Monthly","Repository: International Monetary Fund"
"Bangladesh","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 9. Recreation and culture","2026M03",148.99,"Frequency: Monthly","Repository: International Monetary Fund"
